ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
02x25   4.1111  -0.3809   3.8202   4.2132  10.0000  11.1698   6.4851   4.9362   4.1111   3.9142   3.8782   3.9072   3.0912   2.8692   2.8472   2.8402   2.8342   2.8192   2.8002
03x25   4.4306  -0.3809   3.8280   4.4017   6.0000  11.2434   6.7065   5.2345   4.4306   4.2500   4.2246   4.2617   3.4585   3.2507   3.2307   3.2259   3.2209   3.2062   3.1869
04x25   4.6897  -0.3809   3.8068   4.3618  10.0000  12.3242   7.2100   5.4964   4.6897   4.4479   4.3904   4.4039   3.5664   3.3161   3.2912   3.2823   3.2753   3.2603   3.2403
05x25   4.9138  -0.3809   3.8114   4.4872   6.0000  12.3371   7.3233   5.6928   4.9138   4.6824   4.6297   4.6474   3.8163   3.5721   3.5481   3.5407   3.5343   3.5193   3.4983
06x25   5.1145  -0.3809   3.8024   4.5060   7.0000  12.8792   7.6091   5.8882   5.1145   4.8568   4.7902   4.7971   3.9515   3.6891   3.6624   3.6534   3.6464   3.6306   3.6096
07x25   5.2993  -0.3809   3.7974   4.5511   6.0000  13.3097   7.8551   6.0743   5.2993   5.0256   4.9508   4.9529   4.0990   3.8262   3.7983   3.7873   3.7803   3.7643   3.7423
08x25   5.4719  -0.3809   3.7896   4.5748   6.0000  13.9814   8.1970   6.2736   5.4719   5.1705   5.0850   5.0794   4.2139   3.9292   3.8979   3.8837   3.8767   3.8598   3.8397
09x25   5.6368  -0.3809   3.7790   4.5505  11.0000  14.6087   8.4545   6.4448   5.6368   5.3056   5.2035   5.1841   4.3001   3.9951   3.9574   3.9396   3.9317   3.9147   3.8927
10x25   5.7966  -0.3809   3.7747   4.5939   9.0000  15.0274   8.6823   6.6133   5.7966   5.4502   5.3412   5.3168   4.4271   4.1154   4.0754   4.0550   4.0470   4.0300   4.0080
11x25   5.9532  -0.3809   3.7707   4.6398   6.0000  15.4699   8.9146   6.7848   5.9532   5.5912   5.4758   5.4470   4.5514   4.2337   4.1907   4.1676   4.1596   4.1426   4.1206
12x25   6.1081  -0.3809   3.7612   4.6384   8.0000  16.4333   9.3255   7.0048   6.1081   5.7089   5.5807   5.5419   4.6316   4.2993   4.2511   4.2236   4.2158   4.1978   4.1768
13x25   6.2626  -0.3809   3.7555   4.6689   6.0000  17.0069   9.5939   7.1870   6.2626   5.8412   5.7040   5.6596   4.7406   4.3996   4.3483   4.3172   4.3085   4.2898   4.2688
14x25   6.4180  -0.3809   3.7489   4.6895   5.0000  17.6610   9.8939   7.3843   6.4180   5.9722   5.8245   5.7727   4.8420   4.4904   4.4345   4.3996   4.3911   4.3716   4.3506
15x25   6.5753  -0.3809   3.7416   4.7026   5.0000  18.3671  10.2146   7.5911   6.5753   6.1005   5.9415   5.8814   4.9381   4.5741   4.5139   4.4746   4.4659   4.4453   4.4246
16x25   6.7364  -0.3809   3.7350   4.7143   6.0000  18.8515  10.4407   7.7734   6.7364   6.2389   6.0671   5.9984   5.0442   4.6714   4.6049   4.5589   4.5474   4.5261   4.5066
17x25   6.9032  -0.3809   3.7268   4.7227   7.0000  19.6315  10.7942   7.9993   6.9032   6.3737   6.1889   6.1111   5.1423   4.7565   4.6846   4.6327   4.6217   4.5987   4.5787
18x25   7.0768  -0.3809   3.7186   4.7274   9.0000  20.3302  11.1735   8.2453   7.0768   6.5117   6.3128   6.2246   5.2405   4.8395   4.7612   4.7052   4.6943   4.6674   4.6486
19x25   7.2586  -0.3809   3.7113   4.7442   9.0000  20.9288  11.5460   8.4966   7.2586   6.6623   6.4501   6.3523   5.3541   4.9396   4.8558   4.7951   4.7848   4.7538   4.7358
20x25   7.4537  -0.3809   3.7017   4.7529   9.0000  21.8032  12.0985   8.8179   7.4537   6.8120   6.5849   6.4756   5.4548   5.0151   4.9267   4.8654   4.8612   4.8228   4.8060
21x25   7.6647  -0.3809   3.6928   4.7680  10.0000  22.5004  12.5443   9.1148   7.6647   6.9849   6.7428   6.6214   5.5825   5.1245   5.0298   4.9641   4.9610   4.9183   4.9013
22x25   7.8923  -0.3809   3.6871   4.8019  11.0000  22.8286  12.8281   9.3657   7.8923   7.1873   6.9303   6.7996   5.7541   5.2945   5.1921   5.1154   5.1055   5.0599   5.0448
23x25   8.1447  -0.3809   3.6759   4.8141  10.0000  23.7199  13.5188   9.7668   8.1447   7.3798   7.1017   6.9555   5.8811   5.3891   5.2820   5.2045   5.1988   5.1437   5.1273
24x25   8.4289  -0.3809   3.6688   4.8554  11.0000  24.1519  13.8915  10.0906   8.4289   7.6314   7.3360   7.1783   6.0952   5.6025   5.4848   5.3951   5.3801   5.3211   5.3064
25x25   8.7437  -0.3809   3.6546   4.8633   7.0000  25.4073  14.7537  10.5670   8.7437   7.8611   7.5328   7.3522   6.2367   5.7106   5.5842   5.4915   5.4734   5.4033   5.3832
26x25   9.0851  -0.3809   3.6469   4.9075   9.0000  25.8692  15.1854  10.9560   9.0851   8.1641   7.8149   7.6215   6.4966   5.9728   5.8348   5.7272   5.6969   5.6201   5.6000
27x25   9.4612  -0.3809   3.6359   4.9381   8.0000  27.0936  15.8930  11.4250   9.4612   8.4719   8.0941   7.8818   6.7358   6.2021   6.0537   5.9369   5.8947   5.8107   5.7837
28x25   9.8779  -0.3809   3.6200   4.9481   6.0000  29.5596  17.0064  11.9870   9.8779   8.7782   8.3583   8.1181   6.9404   6.3868   6.2283   6.1136   6.0514   5.9674   5.9227
29x25  10.3361  -0.3809   3.6169   5.0097   6.0000  30.1053  17.4046  12.4576  10.3361   9.2212   8.7933   8.5471   7.3669   6.8229   6.6620   6.5370   6.4659   6.3825   6.3342
30x25  10.8518  -0.3809   3.6076   5.0549   7.0000  32.1119  18.2844  13.0516  10.8518   9.6722   9.2195   8.9581   7.7596   7.2125   7.0485   6.9254   6.8350   6.7611   6.6978
31x25  11.4874  -0.3809   3.5963   5.1097  11.0000  34.1473  19.4072  13.8322  11.4874  10.2219   9.7353   9.4529   8.2290   7.6789   7.5129   7.3846   7.2738   7.2028   7.1254
32x25  12.5458  -0.3809   3.5717   5.1823   7.0000  36.3330  21.8549  15.4799  12.5458  11.0543  10.4697  10.1349   8.8447   8.2885   8.1161   7.9507   7.8147   7.7070   7.6220
01x26   3.6575  -0.3490   3.8406   4.1822   7.0000  10.1414   5.9435   4.5323   3.6575   3.5208   3.5210   3.5733   2.7943   2.6186   2.5996   2.5947   2.5897   2.5767   2.5596
02x26   4.1674  -0.3490   3.8340   4.3426   6.0000  10.8495   6.4570   5.0006   4.1674   4.0051   3.9912   4.0364   3.2449   3.0520   3.0324   3.0284   3.0228   3.0098   2.9918
03x26   4.4962  -0.3490   3.8172   4.3585   8.0000  11.7388   6.9171   5.3075   4.4962   4.2845   4.2438   4.2686   3.4491   3.2198   3.1978   3.1910   3.1850   3.1700   3.1510
04x26   4.7598  -0.3490   3.8197   4.4950   4.0000  11.9210   7.1315   5.5510   4.7598   4.5513   4.5123   4.5403   3.7248   3.4991   3.4776   3.4717   3.4662   3.4517   3.4327
05x26   4.9878  -0.3490   3.8067   4.4831   7.0000  12.5856   7.4432   5.7657   4.9878   4.7427   4.6832   4.6953   3.8568   3.6028   3.5781   3.5694   3.5627   3.5474   3.5264
06x26   5.1914  -0.3490   3.7982   4.5056   8.0000  13.1457   7.7365   5.9682   5.1914   4.9212   4.8475   4.8504   3.9976   3.7262   3.6986   3.6878   3.6808   3.6648   3.6438
07x26   5.3780  -0.3490   3.7917   4.5478   7.0000  13.7598   8.0709   6.1764   5.3780   5.0844   5.0027   4.9988   4.1366   3.8554   3.8251   3.8123   3.8053   3.7883   3.7683
08x26   5.5529  -0.3490   3.7866   4.5873   6.0000  14.2292   8.3229   6.3593   5.5529   5.2413   5.1517   5.1421   4.2724   3.9823   3.9489   3.9334   3.9264   3.9102   3.8894
09x26   5.7202  -0.3490   3.7808   4.6119   6.0000  14.6217   8.5146   6.5223   5.7202   5.3927   5.2931   5.2758   4.3952   4.0946   4.0576   4.0393   4.0321   4.0153   3.9933
10x26   5.8822  -0.3490   3.7737   4.6385   5.0000  15.3222   8.8595   6.7208   5.8822   5.5270   5.4177   5.3934   4.5031   4.1914   4.1508   4.1291   4.1221   4.1048   4.0838
11x26   6.0411  -0.3490   3.7641   4.6305   8.0000  16.1514   9.2003   6.9237   6.0411   5.6523   5.5286   5.4933   4.5876   4.2599   4.2135   4.1876   4.1802   4.1622   4.1412
12x26   6.1982  -0.3490   3.7597   4.6657   6.0000  16.4959   9.3722   7.0814   6.1982   5.7965   5.6639   5.6233   4.7097   4.3757   4.3251   4.2956   4.2861   4.2686   4.2471
13x26   6.3553  -0.3490   3.7524   4.6907   4.0000  17.3395   9.7595   7.3027   6.3553   5.9220   5.7801   5.7324   4.8075   4.4621   4.4081   4.3750   4.3665   4.3476   4.3271
14x26   6.5132  -0.3490   3.7458   4.7014   5.0000  17.8238   9.9746   7.4735   6.5132   6.0589   5.9046   5.8481   4.9119   4.5566   4.4969   4.4582   4.4473   4.4283   4.4073
15x26   6.6733  -0.3490   3.7375   4.7038   7.0000  18.5990  10.3190   7.6918   6.6733   6.1853   6.0181   5.9526   5.0025   4.6333   4.5686   4.5240   4.5130   4.4931   4.4721
16x26   6.8378  -0.3490   3.7287   4.7020  10.0000  19.4215  10.6861   7.9209   6.8378   6.3156   6.1336   6.0577   5.0923   4.7084   4.6374   4.5874   4.5764   4.5535   4.5340
17x26   7.0082  -0.3490   3.7231   4.7402   5.0000  19.9493  10.9994   8.1423   7.0082   6.4617   6.2701   6.1871   5.2116   4.8186   4.7431   4.6896   4.6786   4.6531   4.6341
18x26   7.1848  -0.3490   3.7142   4.7374   9.0000  20.6857  11.3948   8.3946   7.1848   6.6012   6.3944   6.3005   5.3080   4.8989   4.8174   4.7586   4.7480   4.7187   4.7004
19x26   7.3720  -0.3490   3.7056   4.7569   6.0000  21.5141  11.9101   8.6981   7.3720   6.7475   6.5277   6.4240   5.4111   4.9795   4.8943   4.8345   4.8301   4.7943   4.7769
20x26   7.5733  -0.3490   3.6977   4.7767   5.0000  22.1223  12.3281   8.9777   7.5733   6.9138   6.6796   6.5648   5.5362   5.0887   4.9970   4.9330   4.9297   4.8887   4.8718
21x26   7.7890  -0.3490   3.6911   4.8022   6.0000  22.5554  12.6160   9.2231   7.7890   7.1020   6.8532   6.7281   5.6903   5.2385   5.1391   5.0650   5.0550   5.0123   4.9973
22x26   8.0232  -0.3490   3.6803   4.8103   6.0000  23.4064  13.2689   9.6014   8.0232   7.2814   7.0128   6.8733   5.8080   5.3248   5.2207   5.1456   5.1419   5.0903   5.0743
23x26   8.2842  -0.3490   3.6707   4.8311   7.0000  24.0807  13.8073   9.9599   8.2842   7.4950   7.2070   7.0535   5.9681   5.4646   5.3537   5.2731   5.2675   5.2094   5.1940
24x26   8.5741  -0.3490   3.6606   4.8538   6.0000  24.8787  14.4027  10.3444   8.5741   7.7265   7.4139   7.2436   6.1380   5.6205   5.4996   5.4114   5.3987   5.3325   5.3150
25x26   8.8897  -0.3490   3.6494   4.8715   8.0000  25.8538  15.0567  10.7594   8.8897   7.9766   7.6356   7.4462   6.3204   5.7879   5.6569   5.5601   5.5372   5.4631   5.4415
26x26   9.2277  -0.3490   3.6382   4.8995   4.0000  26.9602  15.7418  11.1941   9.2277   8.2472   7.8765   7.6679   6.5223   5.9770   5.8349   5.7294   5.6956   5.6137   5.5871
27x26   9.6021  -0.3490   3.6271   4.9273   5.0000  28.3581  16.4700  11.6554   9.6021   8.5506   8.1504   7.9226   6.7575   6.2056   6.0523   5.9388   5.8906   5.8040   5.7679
28x26  10.0074  -0.3490   3.6170   4.9609   5.0000  30.1636  17.2530  12.1393  10.0074   8.8875   8.4600   8.2143   7.0316   6.4785   6.3181   6.2038   6.1349   6.0545   6.0046
29x26  10.4534  -0.3490   3.6147   5.0181   7.0000  30.5799  17.6089  12.5938  10.4534   9.3234   8.8895   8.6403   7.4557   6.9111   6.7494   6.6249   6.5490   6.4679   6.4160
30x26  10.9539  -0.3490   3.5996   5.0452   5.0000  33.7013  18.9184  13.2510  10.9539   9.7079   9.2310   8.9551   7.7386   7.1848   7.0167   6.9042   6.7972   6.7323   6.6543
31x26  11.5759  -0.3490   3.5949   5.1216   9.0000  34.2960  19.5678  13.9515  11.5759  10.2961   9.8043   9.5196   8.2922   7.7420   7.5751   7.4448   7.3323   7.2595   7.1809
32x26  12.6170  -0.3490   3.5702   5.1873   8.0000  36.4126  21.9946  15.5971  12.6170  11.1147  10.5230  10.1848   8.8917   8.3347   8.1626   7.9920   7.8570   7.7458   7.6623
01x27   3.7091  -0.3152   3.8231   4.0936   9.0000  10.7006   6.1225   4.5652   3.7091   3.5234   3.4950   3.5280   2.7194   2.5070   2.4850   2.4783   2.4723   2.4583   2.4393
02x27   4.2293  -0.3152   3.8238   4.2957   8.0000  11.2169   6.5991   5.0537   4.2293   4.0389   4.0099   4.0424   3.2343   3.0204   2.9986   2.9936   2.9876   2.9736   2.9548
03x27   4.5658  -0.3152   3.8210   4.4188   6.0000  11.6686   6.9377   5.3698   4.5658   4.3638   4.3278   4.3578   3.5439   3.3229   3.3009   3.2949   3.2899   3.2749   3.2569
04x27   4.8357  -0.3152   3.8167   4.5061   4.0000  12.1127   7.2358   5.6251   4.8357   4.6187   4.5749   4.5989   3.7789   3.5465   3.5246   3.5179   3.5127   3.4979   3.4789
05x27   5.0669  -0.3152   3.8040   4.5079   6.0000  12.8331   7.5965   5.8531   5.0669   4.8125   4.7487   4.7592   3.9174   3.6596   3.6338   3.6248   3.6181   3.6028   3.5821
06x27   5.2731  -0.3152   3.7954   4.5203   8.0000  13.3730   7.8558   6.0529   5.2731   4.9936   4.9162   4.9154   4.0582   3.7823   3.7534   3.7415   3.7345   3.7185   3.6970
07x27   5.4620  -0.3152   3.7923   4.5961   4.0000  13.8333   8.1477   6.2566   5.4620   5.1689   5.0874   5.0838   4.2232   3.9442   3.9132   3.8996   3.8931   3.8771   3.8561
08x27   5.6393  -0.3152   3.7818   4.5878   7.0000  14.5732   8.4799   6.4551   5.6393   5.3124   5.2152   5.2002   4.3225   4.0243   3.9890   3.9714   3.9644   3.9474   3.9264
09x27   5.8089  -0.3152   3.7770   4.6229   6.0000  14.9305   8.6630   6.6202   5.8089   5.4689   5.3632   5.3415   4.4551   4.1481   4.1088   4.0888   4.0815   4.0645   4.0425
10x27   5.9733  -0.3152   3.7698   4.6421   6.0000  15.5528   8.9518   6.8091   5.9733   5.6081   5.4914   5.4616   4.5646   4.2455   4.2019   4.1783   4.1703   4.1533   4.1313
11x27   6.1346  -0.3152   3.7588   4.6274  10.0000  16.6304   9.3981   7.0432   6.1346   5.7273   5.5951   5.5546   4.6394   4.3031   4.2544   4.2247   4.2168   4.1987   4.1777
12x27   6.2943  -0.3152   3.7541   4.6720   6.0000  17.1457   9.6548   7.2260   6.2943   5.8676   5.7281   5.6821   4.7607   4.4174   4.3653   4.3334   4.3245   4.3057   4.2847
13x27   6.4538  -0.3152   3.7459   4.6750   8.0000  17.9168   9.9917   7.4375   6.4538   5.9963   5.8440   5.7889   4.8530   4.4961   4.4383   4.4019   4.3936   4.3732   4.3522
14x27   6.6142  -0.3152   3.7376   4.6779  10.0000  18.7053  10.3434   7.6588   6.6142   6.1246   5.9588   5.8944   4.9430   4.5719   4.5093   4.4679   4.4599   4.4374   4.4177
15x27   6.7776  -0.3152   3.7314   4.6967  10.0000  19.1600  10.5624   7.8403   6.7776   6.2665   6.0891   6.0161   5.0555   4.6762   4.6070   4.5587   4.5477   4.5259   4.5061
16x27   6.9462  -0.3152   3.7231   4.7155   8.0000  20.1072  11.0200   8.1029   6.9462   6.3974   6.2081   6.1268   5.1504   4.7541   4.6810   4.6309   4.6239   4.5978   4.5788
17x27   7.1196  -0.3152   3.7155   4.7283   8.0000  20.7362  11.3925   8.3490   7.1196   6.5379   6.3357   6.2445   5.2522   4.8409   4.7628   4.7087   4.7027   4.6726   4.6546
18x27   7.3006  -0.3152   3.7086   4.7551   5.0000  21.2925  11.7541   8.5961   7.3006   6.6897   6.4758   6.3761   5.3705   4.9458   4.8619   4.8044   4.7997   4.7651   4.7474
19x27   7.4939  -0.3152   3.7000   4.7564   9.0000  21.9311  12.1825   8.8740   7.4939   6.8451   6.6150   6.5035   5.4794   5.0364   4.9468   4.8845   4.8805   4.8412   4.8246
20x27   7.7005  -0.3152   3.6928   4.7903   4.0000  22.5255  12.5871   9.1528   7.7005   7.0187   6.7765   6.6547   5.6160   5.1583   5.0635   4.9964   4.9932   4.9511   4.9340
21x27   7.9216  -0.3152   3.6837   4.7908  11.0000  23.1599  13.0680   9.4637   7.9216   7.1963   6.9349   6.8007   5.7423   5.2657   5.1646   5.0923   5.0877   5.0386   5.0220
22x27   8.1637  -0.3152   3.6753   4.8186   8.0000  23.7664  13.5582   9.7916   8.1637   7.3949   7.1154   6.9681   5.8922   5.3990   5.2911   5.2136   5.2069   5.1521   5.1361
23x27   8.4325  -0.3152   3.6657   4.8435   7.0000  24.4511  14.1089  10.1579   8.4325   7.6148   7.3139   7.1520   6.0571   5.5452   5.4292   5.3452   5.3363   5.2743   5.2583
24x27   8.7251  -0.3152   3.6553   4.8586  10.0000  25.3512  14.7143  10.5419   8.7251   7.8460   7.5198   7.3407   6.2255   5.7004   5.5753   5.4827   5.4651   5.3951   5.3750
25x27   9.0382  -0.3152   3.6441   4.8799   9.0000  26.2996  15.3667  10.9566   9.0382   8.0944   7.7407   7.5426   6.4059   5.8662   5.7299   5.6292   5.6027   5.5239   5.5005
26x27   9.3747  -0.3152   3.6338   4.9062   8.0000  27.5062  16.0286  11.3761   9.3747   8.3657   7.9836   7.7674   6.6136   6.0660   5.9193   5.8103   5.7707   5.6866   5.6566
27x27   9.7440  -0.3152   3.6289   4.9601   8.0000  27.9535  16.3875  11.7662   9.7440   8.7110   8.3148   8.0901   6.9315   6.3924   6.2378   6.1158   6.0652   5.9771   5.9451
28x27  10.1379  -0.3152   3.6138   4.9659   9.0000  30.8390  17.5174  12.2959  10.1379   8.9957   8.5585   8.3079   7.1184   6.5654   6.4035   6.2904   6.2140   6.1377   6.0822
29x27  10.5685  -0.3152   3.6128   5.0311   6.0000  31.0058  17.7989  12.7243  10.5685   9.4248   8.9860   8.7330   7.5443   6.9990   6.8368   6.7126   6.6329   6.5538   6.4988
30x27  11.0542  -0.3152   3.5979   5.0546   5.0000  34.0252  19.0922  13.3713  11.0542   9.7954   9.3136   9.0344   7.8143   7.2604   7.0915   6.9786   6.8684   6.8043   6.7238
31x27  11.6631  -0.3152   3.5880   5.1146   3.0000  35.0138  20.1864  14.1988  11.6631  10.3143   9.7955   9.4957   8.2481   7.6932   7.5226   7.3930   7.2705   7.1916   7.1073
32x27  12.6894  -0.3152   3.5688   5.1937   7.0000  36.4927  22.1365  15.7170  12.6894  11.1770  10.5778  10.2367   8.9393   8.3828   8.2096   8.0345   7.9004   7.7847   7.7040
01x28   3.7631  -0.2783   3.8390   4.2125   7.0000  10.2938   6.0515   4.6291   3.7631   3.6205   3.6173   3.6677   2.8855   2.7064   2.6874   2.6824   2.6774   2.6644   2.6466
02x28   4.2994  -0.2783   3.8260   4.3401   7.0000  11.2168   6.6417   5.1189   4.2994   4.1139   4.0872   4.1224   3.3177   3.1071   3.0861   3.0811   3.0761   3.0621   3.0431
03x28   4.6441  -0.2783   3.8242   4.4778   4.0000  11.6387   6.9761   5.4398   4.6441   4.4488   4.4170   4.4507   3.6422   3.4264   3.4057   3.4007   3.3949   3.3812   3.3622
04x28   4.9196  -0.2783   3.8093   4.4829   6.0000  12.4801   7.3981   5.7095   4.9196   4.6806   4.6255   4.6418   3.8088   3.5612   3.5376   3.5293   3.5233   3.5073   3.4880
05x28   5.1540  -0.2783   3.7962   4.4805   9.0000  13.2730   7.7819   5.9490   5.1540   4.8765   4.8012   4.8024   3.9471   3.6747   3.6463   3.6350   3.6280   3.6120   3.5910
06x28   5.3628  -0.2783   3.7936   4.5574   6.0000  13.6500   8.0283   6.1570   5.3628   5.0743   4.9947   4.9938   4.1342   3.8570   3.8273   3.8147   3.8077   3.7914   3.7714
07x28   5.5541  -0.2783   3.7852   4.5758   7.0000  14.2961   8.3427   6.3635   5.5541   5.2385   5.1464   5.1355   4.2633   3.9709   3.9375   3.9212   3.9142   3.8972   3.8762
08x28   5.7338  -0.2783   3.7802   4.6137   6.0000  14.6666   8.5367   6.5371   5.7338   5.4046   5.3041   5.2861   4.4046   4.1030   4.0656   4.0470   4.0399   4.0230   4.0010
09x28   5.9061  -0.2783   3.7716   4.6317   6.0000  15.4807   8.9208   6.7528   5.9061   5.5442   5.4317   5.4047   4.5111   4.1957   4.1542   4.1326   4.1247   4.1077   4.0867
10x28   6.0730  -0.2783   3.7621   4.6268   9.0000  16.3323   9.2728   6.9656   6.0730   5.6768   5.5497   5.5126   4.6034   4.2723   4.2249   4.1982   4.1896   4.1716   4.1506
11x28   6.2367  -0.2783   3.7550   4.6461   9.0000  17.0153   9.5769   7.1637   6.2367   5.8142   5.6761   5.6311   4.7106   4.3686   4.3161   4.2856   4.2766   4.2581   4.2376
12x28   6.3991  -0.2783   3.7498   4.6879   5.0000  17.5763   9.8556   7.3596   6.3991   5.9568   5.8104   5.7596   4.8304   4.4802   4.4249   4.3905   4.3821   4.3627   4.3417
13x28   6.5612  -0.2783   3.7405   4.6791   9.0000  18.4319  10.2234   7.5843   6.5612   6.0832   5.9221   5.8611   4.9151   4.5491   4.4881   4.4481   4.4401   4.4191   4.3981
14x28   6.7248  -0.2783   3.7334   4.6982   8.0000  19.1393  10.5543   7.8009   6.7248   6.2174   6.0455   5.9762   5.0175   4.6396   4.5740   4.5295   4.5214   4.4985   4.4785
15x28   6.8922  -0.2783   3.7260   4.7163   7.0000  19.8596  10.8962   8.0258   6.8922   6.3551   6.1705   6.0932   5.1210   4.7305   4.6595   4.6114   4.6034   4.5786   4.5586
16x28   7.0640  -0.2783   3.7190   4.7379   5.0000  20.4401  11.2494   8.2638   7.0640   6.4974   6.3014   6.2148   5.2294   4.8251   4.7489   4.6964   4.6902   4.6614   4.6426
17x28   7.2413  -0.2783   3.7103   4.7347   9.0000  21.1282  11.6548   8.5218   7.2413   6.6374   6.4260   6.3280   5.3250   4.9029   4.8209   4.7642   4.7590   4.7253   4.7078
18x28   7.4284  -0.2783   3.7022   4.7440  11.0000  21.7582  12.0555   8.7859   7.4284   6.7897   6.5641   6.4556   5.4360   4.9970   4.9092   4.8481   4.8438   4.8064   4.7887
19x28   7.6279  -0.2783   3.6943   4.7648  10.0000  22.3817  12.4673   9.0634   7.6279   6.9545   6.7151   6.5958   5.5599   5.1050   5.0114   4.9465   4.9432   4.9013   4.8841
20x28   7.8393  -0.2783   3.6873   4.8010   4.0000  22.9161  12.8814   9.3481   7.8393   7.1325   6.8790   6.7499   5.6994   5.2299   5.1314   5.0617   5.0587   5.0123   4.9961
21x28   8.0671  -0.2783   3.6787   4.8140   6.0000  23.5184  13.3590   9.6610   8.0671   7.3170   7.0450   6.9031   5.8345   5.3484   5.2430   5.1668   5.1626   5.1098   5.0938
22x28   8.3177  -0.2783   3.6698   4.8324   8.0000  24.1585  13.8732  10.0013   8.3177   7.5210   7.2301   7.0743   5.9873   5.4830   5.3707   5.2899   5.2817   5.2231   5.2071
23x28   8.5911  -0.2783   3.6600   4.8500  10.0000  24.9500  14.4357  10.3648   8.5911   7.7401   7.4257   7.2545   6.1485   5.6298   5.5093   5.4204   5.4068   5.3402   5.3217
24x28   8.8842  -0.2783   3.6497   4.8723   7.0000  25.8394  15.0449  10.7517   8.8842   7.9724   7.6317   7.4426   6.3178   5.7853   5.6541   5.5576   5.5353   5.4614   5.4395
25x28   9.1926  -0.2783   3.6393   4.8885  12.0000  26.8196  15.6699  11.1498   9.1926   8.2194   7.8525   7.6457   6.5011   5.9560   5.8155   5.7107   5.6793   5.5977   5.5716
26x28   9.5284  -0.2783   3.6292   4.9191   7.0000  28.0791  16.3288  11.5653   9.5284   8.4905   8.0958   7.8718   6.7100   6.1593   6.0083   5.8962   5.8504   5.7648   5.7306
27x28   9.8874  -0.2783   3.6197   4.9466   8.0000  29.6167  17.0270  11.9990   9.8874   8.7857   8.3656   8.1247   6.9468   6.3928   6.2337   6.1190   6.0565   5.9730   5.9280
28x28  10.2712  -0.2783   3.6112   4.9766   9.0000  31.3771  17.7508  12.4487  10.2712   9.1113   8.6673   8.4123   7.2184   6.6654   6.5026   6.3900   6.3078   6.2342   6.1742
29x28  10.6859  -0.2783   3.6039   5.0143   7.0000  32.8995  18.4658  12.9303  10.6859   9.4726   9.0081   8.7407   7.5330   6.9798   6.8137   6.7015   6.6031   6.5369   6.4650
30x28  11.1562  -0.2783   3.5956   5.0514  10.0000  34.2466  19.3020  13.5181  11.1562   9.8783   9.3876   9.1041   7.8777   7.3233   7.1541   7.0382   6.9248   6.8586   6.7769
31x28  11.7519  -0.2783   3.5863   5.1178   5.0000  35.1625  20.3590  14.3257  11.7519  10.3889   9.8632   9.5595   8.3077   7.7527   7.5827   7.4489   7.3241   7.2442   7.1582
32x28  12.7665  -0.2783   3.5672   5.1998   7.0000  36.5784  22.2876  15.8443  12.7665  11.2429  10.6358  10.2913   8.9901   8.4335   8.2598   8.0794   7.9464   7.8264   7.7480
01x29   3.8264  -0.2365   3.8351   4.2017   8.0000  10.4204   6.1031   4.6789   3.8264   3.6742   3.6635   3.7093   2.9196   2.7302   2.7102   2.7058   2.7002   2.6868   2.6678
02x29   4.3789  -0.2365   3.8228   4.3399   8.0000  11.3561   6.7060   5.1857   4.3789   4.1848   4.1518   4.1830   3.3718   3.1526   3.1314   3.1261   3.1202   3.1061   3.0861
03x29   4.7342  -0.2365   3.8054   4.3597  11.0000  12.3605   7.2186   5.5280   4.7342   4.4892   4.4285   4.4391   3.5984   3.3432   3.3182   3.3087   3.3023   3.2863   3.2653
04x29   5.0150  -0.2365   3.8058   4.4881   7.0000  12.6474   7.4784   5.7920   5.0150   4.7672   4.7063   4.7174   3.8775   3.6216   3.5966   3.5876   3.5807   3.5656   3.5446
05x29   5.2528  -0.2365   3.7977   4.5302   7.0000  13.2444   7.8053   6.0285   5.2528   4.9808   4.9064   4.9078   4.0544   3.7821   3.7542   3.7434   3.7364   3.7204   3.6985
06x29   5.4643  -0.2365   3.7912   4.5767   6.0000  13.8047   8.1077   6.2482   5.4643   5.1704   5.0865   5.0809   4.2170   3.9340   3.9027   3.8894   3.8823   3.8663   3.8443
07x29   5.6582  -0.2365   3.7823   4.5931   7.0000  14.4756   8.4309   6.4576   5.6582   5.3351   5.2381   5.2223   4.3446   4.0455   4.0096   3.9924   3.9847   3.9684   3.9467
08x29   5.8407  -0.2365   3.7745   4.6240   6.0000  15.2260   8.8042   6.6768   5.8407   5.4886   5.3805   5.3568   4.4677   4.1571   4.1172   4.0968   4.0894   4.0724   4.0514
09x29   6.0158  -0.2365   3.7687   4.6554   5.0000  15.6756   9.0164   6.8573   6.0158   5.6470   5.5288   5.4979   4.5987   4.2785   4.2341   4.2096   4.2015   4.1845   4.1626
10x29   6.1854  -0.2365   3.7590   4.6502   8.0000  16.5270   9.3715   7.0717   6.1854   5.7816   5.6485   5.6063   4.6918   4.3564   4.3055   4.2759   4.2663   4.2486   4.2273
11x29   6.3521  -0.2365   3.7522   4.6746   7.0000  17.1870   9.6746   7.2724   6.3521   5.9228   5.7789   5.7296   4.8038   4.4580   4.4023   4.3685   4.3584   4.3403   4.3184
12x29   6.5173  -0.2365   3.7437   4.6789   9.0000  17.9713  10.0202   7.4906   6.5173   6.0556   5.8987   5.8394   4.8997   4.5400   4.4797   4.4396   4.4289   4.4101   4.3889
