ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
28x04   5.7011  -1.6263   3.7804   4.6070   6.0000  14.7176   8.5641   6.5198   5.7011   5.3695   5.2705   5.2537   4.3742   4.0736   4.0374   4.0193   4.0123   3.9953   3.9743
29x04   5.9659  -1.6263   3.7741   4.6795   2.0000  15.2687   8.8677   6.7825   5.9659   5.6155   5.5052   5.4799   4.5906   4.2785   4.2377   4.2160   4.2080   4.1911   4.1700
30x04   6.3020  -1.6263   3.7543   4.6797   5.0000  17.1409   9.6595   7.2334   6.3020   5.8772   5.7377   5.6921   4.7706   4.4281   4.3753   4.3435   4.3355   4.3166   4.2956
31x04   6.8015  -1.6263   3.7324   4.7245   5.0000  19.1157  10.5664   7.8582   6.8015   6.2936   6.1178   6.0461   5.0873   4.7103   4.6413   4.5941   4.5822   4.5605   4.5405
32x04   7.8719  -1.6263   3.6855   4.7859  11.0000  23.0349  12.9674   9.3962   7.8719   7.1553   6.8975   6.7659   5.7112   5.2380   5.1382   5.0671   5.0628   5.0150   4.9983
01x05   0.1038  -1.5589   3.6918   1.9373   9.0000  16.0456   5.6576   1.5861   0.1037  -0.5573  -0.8019  -0.9296  -1.9912  -2.4997  -2.5696  -2.6075  -2.5996  -2.6515  -2.6715
02x05   0.7340  -1.5589   3.7112   2.3951   5.0000  15.2117   5.4395   2.0046   0.7340   0.1717  -0.0344  -0.1354  -1.1526  -1.6097  -1.6708  -1.7038  -1.7057  -1.7438  -1.7658
03x05   1.0590  -1.5589   3.7089   2.4094  11.0000  15.6972   5.8190   2.3438   1.0590   0.4853   0.2750   0.1715  -0.8515  -1.3145  -1.3772  -1.4110  -1.4112  -1.4510  -1.4730
04x05   1.4798  -1.5589   3.7182   2.6606   9.0000  15.3678   5.8785   2.6785   1.4798   0.9477   0.7542   0.6632  -0.3403  -0.7794  -0.8379  -0.8694  -0.8739  -0.9084  -0.9309
05x05   2.0296  -1.5589   3.7276   2.9508   8.0000  15.0880   6.0809   3.1442   2.0296   1.5363   1.3589   1.2804   0.2965  -0.1199  -0.1749  -0.2034  -0.2104  -0.2414  -0.2634
06x05   2.5351  -1.5589   3.8504   3.8487   5.0000   8.7093   4.8349   3.4901   2.5351   2.4442   2.4672   2.5303   1.7703   1.6229   1.6024   1.5974   1.5914   1.5794   1.5617
07x05   2.8753  -1.5589   3.7552   3.4540   7.0000  13.2971   6.1620   3.8203   2.8753   2.4863   2.3528   2.3064   1.3759   1.0202   0.9762   0.9541   0.9440   0.9220   0.8980
08x05   3.0957  -1.5589   3.7463   3.4644   9.0000  14.3729   6.6234   4.0888   3.0957   2.6693   2.5224   2.4661   1.5201   1.1471   1.0994   1.0749   1.0654   1.0413   1.0183
09x05   3.2582  -1.5589   3.8386   4.0273   7.0000   9.7882   5.5925   4.1575   3.2582   3.1211   3.1210   3.1720   2.3896   2.2128   2.1928   2.1882   2.1822   2.1695   2.1515
10x05   3.3954  -1.5589   3.8549   4.1703   6.0000   9.4898   5.6092   4.3058   3.3954   3.3027   3.3278   3.3963   2.6415   2.4975   2.4795   2.4765   2.4715   2.4605   2.4433
11x05   3.5163  -1.5589   3.8370   4.0974   8.0000  10.0522   5.8067   4.3914   3.5163   3.3733   3.3672   3.4152   2.6291   2.4461   2.4261   2.4211   2.4151   2.4021   2.3831
12x05   3.6297  -1.5589   3.8173   4.0204  10.0000  10.7745   6.0633   4.4815   3.6297   3.4295   3.3916   3.4174   2.5970   2.3714   2.3478   2.3398   2.3338   2.3188   2.2983
13x05   3.7354  -1.5589   3.8394   4.2046   7.0000  10.2537   6.0231   4.6037   3.7354   3.5944   3.5922   3.6430   2.8617   2.6835   2.6645   2.6595   2.6545   2.6415   2.6239
14x05   3.8366  -1.5589   3.8376   4.2323   7.0000  10.4076   6.1287   4.6967   3.8366   3.6895   3.6835   3.7327   2.9478   2.7654   2.7460   2.7414   2.7364   2.7230   2.7050
15x05   3.9344  -1.5589   3.8108   4.0969  11.0000  11.3800   6.4559   4.7791   3.9344   3.7104   3.6629   3.6811   2.8505   2.6116   2.5872   2.5782   2.5722   2.5568   2.5368
16x05   4.0331  -1.5589   3.8381   4.3152   6.0000  10.5953   6.3031   4.8793   4.0331   3.8843   3.8771   3.9270   3.1428   2.9590   2.9400   2.9360   2.9310   2.9180   2.9005
17x05   4.1336  -1.5589   3.8351   4.3358   6.0000  10.7850   6.4183   4.9701   4.1336   3.9748   3.9626   4.0090   3.2194   3.0285   3.0092   3.0052   2.9999   2.9869   2.9689
18x05   4.2371  -1.5589   3.8197   4.2691   9.0000  11.3744   6.6492   5.0627   4.2371   4.0350   3.9989   4.0276   3.2121   2.9899   2.9673   2.9613   2.9553   2.9406   2.9216
19x05   4.3437  -1.5589   3.8200   4.3056   9.0000  11.4183   6.7023   5.1548   4.3437   4.1433   4.1068   4.1346   3.3181   3.0949   3.0729   3.0662   3.0604   3.0454   3.0254
20x05   4.4553  -1.5589   3.8214   4.3732   7.0000  11.5376   6.8318   5.2659   4.4553   4.2554   4.2208   4.2510   3.4385   3.2184   3.1967   3.1909   3.1851   3.1709   3.1521
21x05   4.5725  -1.5589   3.8180   4.3976   7.0000  11.7881   6.9781   5.3775   4.5725   4.3616   4.3216   4.3478   3.5292   3.3016   3.2790   3.2724   3.2670   3.2524   3.2329
22x05   4.6955  -1.5589   3.8168   4.4430   6.0000  11.9616   7.1056   5.4939   4.6955   4.4803   4.4377   4.4626   3.6420   3.4109   3.3888   3.3818   3.3763   3.3618   3.3423
23x05   4.8291  -1.5589   3.8075   4.4179   9.0000  12.3868   7.2857   5.6162   4.8291   4.5891   4.5311   4.5443   3.7063   3.4549   3.4308   3.4216   3.4156   3.3996   3.3786
24x05   4.9712  -1.5589   3.8095   4.5089   5.0000  12.5288   7.4454   5.7587   4.9712   4.7323   4.6778   4.6941   3.8609   3.6141   3.5905   3.5829   3.5763   3.5613   3.5413
25x05   5.1245  -1.5589   3.7939   4.4375  12.0000  13.2817   7.7338   5.9146   5.1245   4.8422   4.7630   4.7609   3.9008   3.6226   3.5935   3.5815   3.5735   3.5575   3.5355
26x05   5.2936  -1.5589   3.7947   4.5240   8.0000  13.4313   7.8861   6.0744   5.2936   5.0117   4.9335   4.9317   4.0732   3.7964   3.7671   3.7549   3.7479   3.7319   3.7102
27x05   5.4831  -1.5589   3.7929   4.6025   4.0000  13.7473   8.1030   6.2623   5.4831   5.1937   5.1118   5.1082   4.2477   3.9674   3.9372   3.9242   3.9172   3.9012   3.8795
28x05   5.7011  -1.5589   3.7816   4.6095   6.0000  14.5592   8.4837   6.5017   5.7011   5.3762   5.2779   5.2615   4.3822   4.0829   4.0464   4.0285   4.0212   4.0045   3.9825
29x05   5.9659  -1.5589   3.7730   4.6690   3.0000  15.3450   8.8888   6.7883   5.9659   5.6111   5.4991   5.4729   4.5814   4.2674   4.2258   4.2040   4.1956   4.1786   4.1576
30x05   6.3020  -1.5589   3.7531   4.6662   7.0000  17.2208   9.6816   7.2389   6.3020   5.8730   5.7316   5.6853   4.7610   4.4165   4.3635   4.3314   4.3226   4.3038   4.2828
31x05   6.8015  -1.5589   3.7315   4.7143   7.0000  19.1748  10.5840   7.8632   6.8015   6.2903   6.1133   6.0410   5.0805   4.7020   4.6333   4.5846   4.5736   4.5520   4.5315
32x05   7.8719  -1.5589   3.6856   4.7951   7.0000  23.0239  12.9610   9.3965   7.8719   7.1571   6.9006   6.7693   5.7144   5.2412   5.1416   5.0711   5.0681   5.0205   5.0048
01x06   0.1038  -1.4965   3.7155   2.1052   7.0000  14.2608   4.7623   1.3554   0.1038  -0.4334  -0.6328  -0.7291  -1.7374  -2.1823  -2.2411  -2.2731  -2.2811  -2.3139  -2.3361
02x06   0.7340  -1.4965   3.7104   2.3449   7.0000  15.1315   5.3892   1.9853   0.7340   0.1733  -0.0353  -0.1380  -1.1582  -1.6176  -1.6796  -1.7134  -1.7186  -1.7544  -1.7774
03x06   1.0591  -1.4965   3.7116   2.4250  11.0000  15.3344   5.6352   2.2923   1.0591   0.5041   0.2981   0.1968  -0.8208  -1.2775  -1.3391  -1.3728  -1.3781  -1.4138  -1.4361
04x06   1.4799  -1.4965   3.7215   2.6940   8.0000  14.9442   5.6787   2.6237   1.4799   0.9684   0.7794   0.6911  -0.3048  -0.7374  -0.7951  -0.8261  -0.8341  -0.8651  -0.8881
05x06   2.0297  -1.4965   3.7294   2.9588   8.0000  14.7483   5.9458   3.1093   2.0297   1.5494   1.3742   1.2961   0.3154  -0.0983  -0.1528  -0.1818  -0.1914  -0.2198  -0.2428
06x06   2.5352  -1.4965   3.7420   3.2662   6.0000  14.0691   6.1169   3.5420   2.5352   2.0993   1.9449   1.8821   0.9265   0.5424   0.4924   0.4668   0.4561   0.4316   0.4078
07x06   2.8754  -1.4965   3.7418   3.3488   9.0000  14.4051   6.4425   3.8768   2.8754   2.4375   2.2819   2.2193   1.2628   0.8784   0.8285   0.8026   0.7916   0.7676   0.7437
08x06   3.0958  -1.4965   3.8628   4.0961   6.0000   8.9572   5.2708   4.0368   3.0958   3.0308   3.0703   3.1478   2.4063   2.2793   2.2618   2.2588   2.2538   2.2423   2.2253
09x06   3.2582  -1.4965   3.8468   4.0637   7.0000   9.5154   5.5052   4.1624   3.2582   3.1466   3.1587   3.2180   2.4493   2.2887   2.2697   2.2657   2.2598   2.2469   2.2288
10x06   3.3954  -1.4965   3.8345   4.0406   8.0000   9.9985   5.7124   4.2754   3.3954   3.2465   3.2380   3.2828   2.4931   2.3054   2.2844   2.2794   2.2734   2.2594   2.2404
11x06   3.5164  -1.4965   3.8850   4.3967   3.0000   8.8442   5.5232   4.4579   3.5164   3.5029   3.5734   3.6759   2.9686   2.8796   2.8656   2.8656   2.8621   2.8521   2.8369
12x06   3.6297  -1.4965   3.8373   4.1408   8.0000  10.1588   5.9086   4.4979   3.6297   3.4859   3.4807   3.5287   2.7427   2.5597   2.5397   2.5347   2.5296   2.5157   2.4976
13x06   3.7355  -1.4965   3.8581   4.3157   5.0000   9.7155   5.8652   4.6197   3.7355   3.6471   3.6731   3.7449   2.9934   2.8510   2.8348   2.8328   2.8280   2.8168   2.7988
14x06   3.8366  -1.4965   3.8349   4.2046   8.0000  10.4357   6.1136   4.6883   3.8366   3.6838   3.6728   3.7184   2.9284   2.7385   2.7185   2.7140   2.7085   2.6950   2.6760
15x06   3.9344  -1.4965   3.8151   4.1143  11.0000  11.1667   6.3690   4.7699   3.9344   3.7246   3.6827   3.7049   2.8811   2.6501   2.6262   2.6182   2.6121   2.5971   2.5762
16x06   4.0332  -1.4965   3.8310   4.2564   8.0000  10.7466   6.3211   4.8675   4.0332   3.8662   3.8481   3.8893   3.0922   2.8931   2.8731   2.8681   2.8621   2.8481   2.8291
17x06   4.1336  -1.4965   3.8288   4.2817   8.0000  10.9124   6.4291   4.9588   4.1336   3.9596   3.9371   3.9755   3.1745   2.9703   2.9503   2.9449   2.9393   2.9249   2.9059
18x06   4.2371  -1.4965   3.8304   4.3359   7.0000  10.9762   6.5117   5.0562   4.2371   4.0662   4.0450   4.0850   3.2868   3.0842   3.0642   3.0602   3.0544   3.0404   3.0214
19x06   4.3438  -1.4965   3.8237   4.3319   8.0000  11.2863   6.6642   5.1526   4.3438   4.1527   4.1212   4.1535   3.3440   3.1267   3.1058   3.1007   3.0948   3.0807   3.0608
20x06   4.4553  -1.4965   3.8173   4.3324   9.0000  11.6339   6.8337   5.2600   4.4553   4.2459   4.2047   4.2296   3.4084   3.1791   3.1566   3.1496   3.1436   3.1280   3.1080
21x06   4.5725  -1.4965   3.8322   4.4978   3.0000  11.2706   6.8004   5.3668   4.5725   4.4002   4.3801   4.4217   3.6257   3.4248   3.4060   3.4020   3.3970   3.3831   3.3641
22x06   4.6955  -1.4965   3.8112   4.3883   9.0000  12.1117   7.1218   5.4882   4.6955   4.4668   4.4145   4.4323   3.6008   3.3577   3.3337   3.3255   3.3195   3.3043   3.2833
23x06   4.8291  -1.4965   3.8190   4.5110   4.0000  11.9683   7.1613   5.6075   4.8291   4.6191   4.5786   4.6040   3.7865   3.5572   3.5362   3.5293   3.5243   3.5093   3.4893
24x06   4.9712  -1.4965   3.8072   4.4800   7.0000  12.5477   7.4216   5.7496   4.9712   4.7277   4.6690   4.6818   3.8441   3.5913   3.5667   3.5582   3.5516   3.5362   3.5152
25x06   5.1245  -1.4965   3.8021   4.5078   7.0000  12.9026   7.6223   5.8980   5.1245   4.8659   4.7986   4.8052   3.9590   3.6959   3.6691   3.6601   3.6531   3.6372   3.6162
26x06   5.2936  -1.4965   3.7976   4.5501   6.0000  13.2941   7.8468   6.0684   5.2936   5.0206   4.9460   4.9483   4.0948   3.8225   3.7946   3.7836   3.7766   3.7607   3.7387
27x06   5.4831  -1.4965   3.7854   4.5333  10.0000  14.1086   8.2069   6.2792   5.4831   5.1719   5.0793   5.0673   4.1942   3.9006   3.8661   3.8510   3.8430   3.8265   3.8045
28x06   5.7012  -1.4965   3.7829   4.6205   5.0000  14.4987   8.4668   6.4982   5.7012   5.3796   5.2826   5.2678   4.3915   4.0938   4.0574   4.0403   4.0329   4.0169   3.9949
29x06   5.9659  -1.4965   3.7664   4.6009  11.0000  15.7738   9.0068   6.8178   5.9659   5.5887   5.4675   5.4340   4.5307   4.2054   4.1598   4.1350   4.1261   4.1091   4.0871
30x06   6.3020  -1.4965   3.7544   4.6696   7.0000  16.9735   9.5783   7.2098   6.3020   5.8811   5.7408   5.6940   4.7718   4.4295   4.3753   4.3430   4.3331   4.3152   4.2932
31x06   6.8015  -1.4965   3.7320   4.7195   6.0000  19.1448  10.5753   7.8608   6.8015   6.2920   6.1153   6.0432   5.0839   4.7062   4.6376   4.5897   4.5780   4.5559   4.5366
32x06   7.8720  -1.4965   3.6879   4.8015  10.0000  22.7764  12.7879   9.3388   7.8720   7.1706   6.9154   6.7854   5.7412   5.2832   5.1814   5.1055   5.0947   5.0497   5.0345
01x07   0.1039  -1.4360   3.6947   1.9431  10.0000  15.6928   5.4523   1.5210   0.1040  -0.5358  -0.7755  -0.9009  -1.9555  -2.4545  -2.5235  -2.5615  -2.5605  -2.6057  -2.6277
02x07   0.7341  -1.4360   3.7502   2.5290   9.0000  12.0525   4.4820   1.8141   0.7341   0.3386   0.2031   0.1529  -0.7846  -1.1439  -1.1889  -1.2119  -1.2231  -1.2461  -1.2671
03x07   1.0592  -1.4360   3.7153   2.5270   6.0000  15.1980   5.5855   2.2882   1.0592   0.5157   0.3171   0.2217  -0.7873  -1.2341  -1.2941  -1.3253  -1.3291  -1.3653  -1.3873
04x07   1.4803  -1.4360   3.7242   2.7480   6.0000  14.7199   5.5850   2.6006   1.4803   0.9811   0.7977   0.7133  -0.2781  -0.7028  -0.7589  -0.7899  -0.7988  -0.8281  -0.8511
05x07   2.0302  -1.4360   3.7272   2.9190  10.0000  14.9528   6.0060   3.1223   2.0302   1.5416   1.3628   1.2820   0.2972  -0.1215  -0.1765  -0.2064  -0.2154  -0.2444  -0.2674
06x07   2.5356  -1.4360   3.9059   4.1315   4.0000   7.1534   4.5705   3.5823   2.5356   2.6024   2.7189   2.8395   2.1708   2.1266   2.1106   2.1086   2.1048   2.0966   2.0848
07x07   2.8757  -1.4360   3.7418   3.3490   9.0000  14.4046   6.4426   3.8770   2.8757   2.4378   2.2822   2.2196   1.2632   0.8788   0.8289   0.8030   0.7920   0.7680   0.7441
08x07   3.0960  -1.4360   3.8389   3.9651   7.0000   9.5751   5.4109   4.0002   3.0960   2.9639   2.9645   3.0148   2.2328   2.0571   2.0365   2.0309   2.0253   2.0113   1.9933
09x07   3.2584  -1.4360   3.9002   4.3798   3.0000   8.1959   5.2260   4.2457   3.2584   3.2906   3.3895   3.5088   2.8259   2.7676   2.7536   2.7536   2.7506   2.7416   2.7285
10x07   3.3956  -1.4360   3.8415   4.0919   7.0000   9.8476   5.6985   4.2900   3.3956   3.2655   3.2689   3.3226   2.5458   2.3740   2.3540   2.3500   2.3447   2.3320   2.3140
11x07   3.5165  -1.4360   3.8762   4.3397   4.0000   9.0594   5.5670   4.4448   3.5165   3.4796   3.5360   3.6287   2.9078   2.8031   2.7881   2.7871   2.7831   2.7731   2.7573
12x07   3.6299  -1.4360   3.8409   4.1738   7.0000  10.1037   5.9159   4.5071   3.6299   3.4942   3.4948   3.5481   2.7691   2.5945   2.5755   2.5711   2.5661   2.5531   2.5355
13x07   3.7356  -1.4360   3.8364   4.1751   8.0000  10.2910   6.0112   4.5955   3.7356   3.5881   3.5802   3.6275   2.8401   2.6543   2.6343   2.6300   2.6243   2.6110   2.5923
14x07   3.8368  -1.4360   3.8477   4.2886   6.0000  10.0766   6.0191   4.6986   3.8368   3.7176   3.7265   3.7864   3.0173   2.8542   2.8362   2.8341   2.8291   2.8161   2.7981
15x07   3.9345  -1.4360   3.8443   4.3070   6.0000  10.2723   6.1329   4.7866   3.9345   3.8056   3.8085   3.8639   3.0898   2.9185   2.9005   2.8973   2.8923   2.8793   2.8613
16x07   4.0333  -1.4360   3.8588   4.4626   2.0000  10.0402   6.1479   4.8959   4.0333   3.9389   3.9643   4.0370   3.2860   3.1433   3.1276   3.1266   3.1226   3.1116   3.0950
17x07   4.1337  -1.4360   3.8397   4.3690   5.0000  10.6544   6.3810   4.9732   4.1337   3.9877   3.9828   4.0334   3.2515   3.0703   3.0516   3.0486   3.0436   3.0308   3.0128
18x07   4.2373  -1.4360   3.8264   4.3069   8.0000  11.0899   6.5425   5.0536   4.2373   4.0553   4.0283   4.0636   3.2586   3.0481   3.0280   3.0221   3.0170   3.0021   2.9830
19x07   4.3439  -1.4360   3.8237   4.3319   8.0000  11.2865   6.6643   5.1527   4.3439   4.1528   4.1213   4.1536   3.3441   3.1268   3.1059   3.1008   3.0949   3.0808   3.0609
20x07   4.4554  -1.4360   3.8207   4.3570   8.0000  11.5136   6.7989   5.2584   4.4554   4.2548   4.2185   4.2469   3.4319   3.2089   3.1872   3.1807   3.1754   3.1607   3.1407
21x07   4.5727  -1.4360   3.8151   4.3754   8.0000  11.8967   7.0109   5.3805   4.5727   4.3543   4.3101   4.3326   3.5094   3.2756   3.2530   3.2460   3.2397   3.2247   3.2057
22x07   4.6957  -1.4360   3.8091   4.3822   9.0000  12.2485   7.1910   5.5004   4.6957   4.4592   4.4050   4.4217   3.5875   3.3422   3.3172   3.3091   3.3031   3.2871   3.2681
23x07   4.8293  -1.4360   3.8167   4.4918   5.0000  12.0522   7.1866   5.6095   4.8293   4.6128   4.5687   4.5921   3.7703   3.5367   3.5149   3.5081   3.5024   3.4874   3.4674
24x07   4.9713  -1.4360   3.8034   4.4480   9.0000  12.6900   7.4642   5.7528   4.9713   4.7185   4.6538   4.6621   3.8173   3.5572   3.5320   3.5220   3.5159   3.4999   3.4788
25x07   5.1246  -1.4360   3.8004   4.4934   8.0000  12.9712   7.6428   5.9008   5.1246   4.8621   4.7919   4.7971   3.9479   3.6805   3.6541   3.6439   3.6369   3.6209   3.5999
26x07   5.2937  -1.4360   3.7947   4.5240   8.0000  13.4317   7.8863   6.0746   5.2937   5.0118   4.9336   4.9318   4.0733   3.7965   3.7672   3.7550   3.7480   3.7320   3.7103
27x07   5.4832  -1.4360   3.7905   4.5796   6.0000  13.8626   8.1370   6.2682   5.4832   5.1869   5.1020   5.0957   4.2307   3.9464   3.9147   3.9011   3.8937   3.8777   3.8557
28x07   5.7013  -1.4360   3.7785   4.5796   9.0000  14.7089   8.5268   6.5079   5.7013   5.3672   5.2635   5.2435   4.3598   4.0544   4.0168   3.9980   3.9902   3.9732   3.9512
29x07   5.9660  -1.4360   3.7681   4.6299   7.0000  15.7856   9.0469   6.8287   5.9660   5.5922   5.4739   5.4438   4.5444   4.2231   4.1795   4.1553   4.1483   4.1305   4.1093
30x07   6.3021  -1.4360   3.7562   4.6897   4.0000  16.8606   9.5507   7.2054   6.3021   5.8865   5.7492   5.7039   4.7852   4.4458   4.3933   4.3608   4.3511   4.3338   4.3121
31x07   6.8016  -1.4360   3.7324   4.7246   5.0000  19.1162  10.5667   7.8584   6.8016   6.2937   6.1179   6.0462   5.0873   4.7104   4.6414   4.5941   4.5823   4.5605   4.5405
32x07   7.8720  -1.4360   3.6859   4.8004   5.0000  23.0101  12.9548   9.3939   7.8720   7.1587   6.9023   6.7708   5.7175   5.2455   5.1452   5.0742   5.0717   5.0235   5.0075
01x08   0.1043  -1.3748   3.7041   2.1265   4.0000  15.0182   5.0527   1.4202   0.1044  -0.4865  -0.7071  -0.8188  -1.8522  -2.3267  -2.3907  -2.4255  -2.4295  -2.4685  -2.4914
02x08   0.7344  -1.3748   3.7093   2.3592   6.0000  15.3673   5.5141   2.0223   0.7344   0.1620  -0.0475  -0.1510  -1.1730  -1.6345  -1.6965  -1.7300  -1.7315  -1.7705  -1.7920
03x08   1.0597  -1.3748   3.7122   2.4712   8.0000  15.4359   5.6944   2.3147   1.0598   0.5021   0.2980   0.1989  -0.8169  -1.2717  -1.3327  -1.3654  -1.3677  -1.4054  -1.4274
04x08   1.4813  -1.3748   3.7193   2.6532  10.0000  15.1158   5.7520   2.6432   1.4812   0.9603   0.7677   0.6770  -0.3246  -0.7612  -0.8200  -0.8519  -0.8599  -0.8918  -0.9148
05x08   2.0317  -1.3748   3.7327   3.0399   5.0000  14.6111   5.9476   3.1181   2.0317   1.5575   1.3893   1.3172   0.3432  -0.0611  -0.1141  -0.1421  -0.1491  -0.1781  -0.2011
06x08   2.5368  -1.3748   3.8962   4.0925   4.0000   7.5522   4.6317   3.5746   2.5368   2.5753   2.6774   2.7898   2.1061   2.0472   2.0310   2.0288   2.0248   2.0158   2.0038
07x08   2.8766  -1.3748   3.7468   3.4113   7.0000  14.1313   6.4080   3.8720   2.8766   2.4528   2.3065   2.2510   1.3058   0.9332   0.8865   0.8621   0.8521   0.8287   0.8051
08x08   3.0967  -1.3748   3.8540   4.0579   6.0000   9.2096   5.3457   4.0270   3.0967   3.0060   3.0320   3.1004   2.3443   2.2010   2.1827   2.1790   2.1737   2.1617   2.1447
09x08   3.2589  -1.3748   3.8769   4.2381   5.0000   8.7791   5.3403   4.2109   3.2589   3.2300   3.2906   3.3843   2.6649   2.5644   2.5493   2.5474   2.5433   2.5333   2.5173
10x08   3.3961  -1.3748   3.8415   4.0922   7.0000   9.8479   5.6989   4.2905   3.3961   3.2660   3.2694   3.3232   2.5463   2.3745   2.3545   2.3505   2.3452   2.3325   2.3145
11x08   3.5170  -1.3748   3.8245   4.0249   9.0000  10.4031   5.8907   4.3765   3.5170   3.3383   3.3121   3.3460   2.5390   2.3291   2.3071   2.3007   2.2947   2.2797   2.2607
12x08   3.6303  -1.3748   3.8665   4.3367   4.0000   9.4432   5.7467   4.5387   3.6303   3.5642   3.6052   3.6875   2.9510   2.8271   2.8117   2.8101   2.8062   2.7957   2.7792
13x08   3.7360  -1.3748   3.8438   4.2218   7.0000  10.0859   5.9584   4.6024   3.7360   3.6076   3.6113   3.6671   2.8919   2.7206   2.7025   2.6985   2.6935   2.6805   2.6625
14x08   3.8372  -1.3748   3.8541   4.3321   5.0000   9.9136   5.9775   4.7070   3.8372   3.7359   3.7543   3.8216   3.0639   2.9125   2.8955   2.8935   2.8895   2.8775   2.8595
15x08   3.9349  -1.3748   3.8298   4.2188   8.0000  10.7326   6.2783   4.7819   3.9349   3.7653   3.7461   3.7865   2.9881   2.7881   2.7681   2.7623   2.7571   2.7433   2.7251
16x08   4.0337  -1.3748   3.8464   4.3632   5.0000  10.3148   6.2053   4.8795   4.0337   3.9085   3.9136   3.9714   3.2002   3.0317   3.0147   3.0120   3.0073   2.9950   2.9760
17x08   4.1341  -1.3748   3.8215   4.2408   9.0000  11.2007   6.5346   4.9655   4.1341   3.9384   3.9059   3.9364   3.1239   2.9058   2.8838   2.8778   2.8718   2.8578   2.8388
18x08   4.2377  -1.3748   3.8513   4.4902   2.0000  10.3956   6.3506   5.0703   4.2377   4.1212   4.1321   4.1953   3.4317   3.2708   3.2552   3.2537   3.2491   3.2371   3.2190
19x08   4.3443  -1.3748   3.8271   4.3580   7.0000  11.1824   6.6359   5.1546   4.3443   4.1633   4.1372   4.1729   3.3688   3.1591   3.1389   3.1336   3.1286   3.1143   3.0946
20x08   4.4558  -1.3748   3.8150   4.3252   9.0000  11.7763   6.9028   5.2708   4.4558   4.2386   4.1948   4.2176   3.3941   3.1608   3.1378   3.1305   3.1245   3.1095   3.0902
21x08   4.5731  -1.3748   3.8239   4.4438   5.0000  11.5671   6.9119   5.3732   4.5731   4.3782   4.3472   4.3793   3.5713   3.3554   3.3344   3.3294   3.3234   3.3094   3.2914
22x08   4.6961  -1.3748   3.8222   4.4856   4.0000  11.7601   7.0440   5.4888   4.6961   4.4946   4.4598   4.4911   3.6793   3.4592   3.4381   3.4330   3.4270   3.4130   3.3940
23x08   4.8297  -1.3748   3.8190   4.5111   4.0000  11.9697   7.1621   5.6080   4.8297   4.6196   4.5790   4.6044   3.7869   3.5575   3.5366   3.5296   3.5246   3.5096   3.4897
24x08   4.9718  -1.3748   3.8074   4.4918   6.0000  12.6037   7.4675   5.7600   4.9718   4.7271   4.6693   4.6831   3.8473   3.5961   3.5717   3.5630   3.5570   3.5410   3.5213
25x08   5.1251  -1.3748   3.8038   4.5225   6.0000  12.8459   7.6061   5.8981   5.1251   4.8711   4.8061   4.8147   3.9707   3.7111   3.6854   3.6761   3.6691   3.6541   3.6324
26x08   5.2941  -1.3748   3.7962   4.5372   7.0000  13.3628   7.8668   6.0716   5.2941   5.0173   4.9407   4.9405   4.0846   3.8097   3.7812   3.7697   3.7627   3.7467   3.7247
27x08   5.4836  -1.3748   3.7941   4.6146   3.0000  13.6870   8.0859   6.2591   5.4836   5.1980   5.1178   5.1154   4.2568   3.9794   3.9492   3.9364   3.9294   3.9134   3.8920
28x08   5.7017  -1.3748   3.7784   4.5797   9.0000  14.7102   8.5275   6.5084   5.7017   5.3675   5.2639   5.2438   4.3602   4.0546   4.0170   3.9983   3.9904   3.9734   3.9514
29x08   5.9664  -1.3748   3.7689   4.6385   6.0000  15.7298   9.0321   6.8252   5.9664   5.5952   5.4784   5.4486   4.5506   4.2311   4.1878   4.1648   4.1568   4.1396   4.1186
30x08   6.3026  -1.3748   3.7537   4.6728   6.0000  17.1817   9.6705   7.2361   6.3026   5.8744   5.7344   5.6879   4.7660   4.4220   4.3697   4.3375   4.3287   4.3098   4.2888
